set_id,species,type1,type2,ability1,ability2,base_speed,item,nature,ev_spread,move1,move2,move3,move4,lv50_allowed,in_pool_battle50plus,lategame_trainer_count
667,Dodrio,Normal,Flying,Run Away,Early Bird,100,Salac Berry,Adamant,SPEED|ATTACK,Flail,Endure,Drill Peck,Facade,1,1,11
668,Mr Mime,Psychic,Psychic,Soundproof,None,90,Bright Powder,Modest,SP_ATTACK|HP,Psychic,Thunderbolt,Ice Punch,Fire Punch,1,1,21
669,Lanturn,Water,Electric,Volt Absorb,Illuminate,67,Lum Berry,Modest,SP_ATTACK|SPEED,Surf,Thunderbolt,Ice Beam,Confuse Ray,1,1,22
670,Breloom,Grass,Fighting,Effect Spore,None,70,Quick Claw,Adamant,SPEED|ATTACK,Focus Punch,Sludge Bomb,Spore,Double Team,1,1,23
671,Forretress,Bug,Steel,Sturdy,None,40,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Explosion,Earthquake,Rock Slide,Double Edge,1,1,15
672,Whiscash,Water,Ground,Oblivious,None,60,Quick Claw,Quiet,SP_ATTACK|ATTACK,Fissure,Surf,Earthquake,Ice Beam,1,1,21
673,Xatu,Psychic,Flying,Synchronize,Early Bird,95,Petaya Berry,Docile,SP_ATTACK|ATTACK,Psychic,Drill Peck,Shadow Ball,Confuse Ray,1,1,23
674,Skarmory,Steel,Flying,Keen Eye,Sturdy,70,Quick Claw,Adamant,ATTACK|HP,Drill Peck,Steel Wing,Counter,Rock Slide,1,1,16
675,Marowak,Ground,Ground,Rock Head,Lightning Rod,45,Thick Club,Adamant,SPEED|ATTACK,Earthquake,Rock Slide,Swords Dance,Mega Kick,1,1,15
676,Quagsire,Water,Ground,Damp,Water Absorb,35,Leftovers,Sassy,SP_DEFENSE|SP_ATTACK|ATTACK,Surf,Earthquake,Ice Beam,Amnesia,1,1,23
677,Clefable,Normal,Normal,Cute Charm,None,60,Focus Band,Docile,DEFENSE|ATTACK,Mega Kick,Psychic,Shadow Ball,Soft Boiled,1,1,17
678,Hariyama,Fighting,Fighting,Thick Fat,Guts,50,Scope Lens,Adamant,ATTACK|HP,Cross Chop,Earthquake,Rock Slide,Fake Out,1,1,23
679,Raichu,Electric,Electric,Static,None,100,Bright Powder,Docile,SP_ATTACK|ATTACK,Thunderbolt,Thunder Wave,Protect,Mega Kick,1,1,15
680,Dewgong,Water,Ice,Thick Fat,None,70,Lum Berry,Docile,SP_ATTACK|ATTACK,Sheer Cold,Ice Beam,Surf,Signal Beam,1,1,23
681,Manectric,Electric,Electric,Static,Lightning Rod,105,Lum Berry,Modest,SP_ATTACK|SPEED,Thunderbolt,Crunch,Thunder Wave,Roar,1,1,11
682,Vileplume,Grass,Poison,Chlorophyll,None,50,Quick Claw,Quiet,SP_ATTACK|ATTACK,Solar Beam,Sludge Bomb,Sunny Day,Synthesis,1,1,19
683,Victreebel,Grass,Poison,Chlorophyll,None,70,Bright Powder,Quirky,SP_ATTACK|ATTACK,Giga Drain,Double Edge,Sludge Bomb,Synthesis,1,1,13
684,Electrode,Electric,Electric,Soundproof,Static,140,Lum Berry,Naughty,SP_ATTACK|ATTACK,Explosion,Thunderbolt,Thunder Wave,Mirror Coat,1,1,11
685,Exploud,Normal,Normal,Soundproof,None,68,White Herb,Hardy,SP_ATTACK|ATTACK,Mega Kick,Earthquake,Shadow Ball,Overheat,1,1,14
686,Shiftry,Grass,Dark,Chlorophyll,Early Bird,80,Focus Band,Hardy,SP_ATTACK|ATTACK,Explosion,Giga Drain,Mega Kick,Fake Out,1,1,14
687,Glalie,Ice,Ice,Inner Focus,None,80,Leftovers,Hardy,SP_ATTACK|ATTACK|HP,Ice Beam,Earthquake,Crunch,Shadow Ball,1,1,16
688,Ludicolo,Water,Grass,Swift Swim,Rain Dish,70,Leftovers,Bold,SP_DEFENSE|DEFENSE|HP,Leech Seed,Rain Dance,Double Team,Toxic,1,1,27
689,Hypno,Psychic,Psychic,Insomnia,None,67,Lum Berry,Modest,SP_ATTACK|HP,Psychic,Thunder Punch,Fire Punch,Ice Punch,1,1,17
690,Golem,Rock,Ground,Rock Head,Sturdy,45,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Explosion,Earthquake,Rock Slide,Double Edge,1,1,16
691,Rhydon,Ground,Rock,Lightning Rod,Rock Head,40,Quick Claw,Adamant,ATTACK|HP,Megahorn,Earthquake,Rock Slide,Horn Drill,1,1,21
692,Alakazam,Psychic,Psychic,Synchronize,Inner Focus,120,Bright Powder,Modest,SP_ATTACK|DEFENSE,Psychic,Thunder Punch,Fire Punch,Ice Punch,1,1,19
693,Weezing,Poison,Poison,Levitate,None,60,Focus Band,Adamant,ATTACK|HP,Explosion,Sludge Bomb,Frustration,Shadow Ball,1,1,11
694,Kangaskhan,Normal,Normal,Early Bird,None,90,Bright Powder,Adamant,SPEED|ATTACK,Mega Kick,Earthquake,Aerial Ace,Shadow Ball,1,1,14
695,Electabuzz,Electric,Electric,Static,None,105,Scope Lens,Docile,SP_ATTACK|ATTACK,Thunderbolt,Psychic,Mega Kick,Cross Chop,1,1,10
696,Tauros,Normal,Normal,Intimidate,None,110,Bright Powder,Docile,SP_ATTACK|ATTACK,Double Edge,Rock Tomb,Thunderbolt,Surf,1,1,14
697,Slowbro,Water,Psychic,Oblivious,Own Tempo,30,Quick Claw,Sassy,SP_DEFENSE|SP_ATTACK,Psychic,Surf,Earthquake,Ice Beam,1,1,31
698,Slowking,Water,Psychic,Oblivious,Own Tempo,30,Quick Claw,Modest,SP_ATTACK|DEFENSE,Psychic,Surf,Ice Beam,Flamethrower,1,1,31
699,Miltank,Normal,Normal,Thick Fat,None,100,Lum Berry,Adamant,SP_DEFENSE|ATTACK,Double Edge,Curse,Double Team,Milk Drink,1,1,20
700,Altaria,Dragon,Flying,Natural Cure,None,80,Shell Bell,Docile,SP_ATTACK|ATTACK,Dragon Claw,Earthquake,Flamethrower,Ice Beam,1,1,18
701,Nidoqueen,Poison,Ground,Poison Point,None,76,White Herb,Adamant,ATTACK|HP,Superpower,Sludge Bomb,Earthquake,Shadow Ball,1,1,18
702,Nidoking,Poison,Ground,Poison Point,None,85,Lum Berry,Docile,SP_ATTACK|ATTACK,Megahorn,Sludge Bomb,Earthquake,Thunder,1,1,18
703,Magmar,Fire,Fire,Flame Body,None,93,Scope Lens,Docile,DEFENSE|HP,Flamethrower,Psychic,Cross Chop,Confuse Ray,1,1,13
704,Cradily,Rock,Grass,Suction Cups,None,43,Leftovers,Bold,SP_DEFENSE|DEFENSE|HP,Toxic,Ingrain,Mirror Coat,Giga Drain,1,1,18
705,Armaldo,Rock,Bug,Battle Armor,None,45,Choice Band,Adamant,ATTACK|HP,Double Edge,Earthquake,Aerial Ace,Rock Slide,1,1,16
706,Golduck,Water,Water,Damp,Cloud Nine,85,Scope Lens,Docile,SPEED|ATTACK,Surf,Cross Chop,Ice Beam,Aerial Ace,1,1,17
707,Rapidash,Fire,Fire,Run Away,Flash Fire,105,White Herb,Docile,SP_ATTACK|SPEED|ATTACK,Overheat,Double Edge,Iron Tail,Double Kick,1,1,17
708,Muk,Poison,Poison,Stench,Sticky Hold,50,Quick Claw,Brave,DEFENSE|ATTACK,Sludge Bomb,Brick Break,Giga Drain,Explosion,1,1,11
709,Gengar,Ghost,Poison,Levitate,None,110,Lum Berry,Modest,SP_ATTACK|SPEED,Psychic,Fire Punch,Ice Punch,Destiny Bond,1,1,19
710,Ampharos,Electric,Electric,Static,None,55,Lum Berry,Modest,SP_ATTACK|DEFENSE,Thunderbolt,Fire Punch,Thunder Wave,Reflect,1,1,17
711,Scizor,Bug,Steel,Swarm,None,65,Bright Powder,Careful,SP_DEFENSE|HP,Silver Wind,Swords Dance,Agility,Baton Pass,1,1,17
712,Heracross,Bug,Fighting,Swarm,Guts,85,Salac Berry,Adamant,SPEED|ATTACK,Megahorn,Earthquake,Reversal,Endure,1,1,19
713,Ursaring,Normal,Normal,Guts,None,55,Bright Powder,Adamant,ATTACK|HP,Double Edge,Earthquake,Rock Slide,Aerial Ace,1,1,20
714,Houndoom,Dark,Fire,Early Bird,Flash Fire,95,White Herb,Modest,SP_ATTACK|SPEED,Overheat,Solar Beam,Crunch,Sunny Day,1,1,20
715,Donphan,Ground,Ground,Sturdy,None,50,Quick Claw,Adamant,ATTACK|HP,Fissure,Earthquake,Rock Slide,Iron Tail,1,1,13
716,Claydol,Ground,Psychic,Levitate,None,75,Focus Band,Adamant,ATTACK|HP,Psychic,Earthquake,Shadow Ball,Explosion,1,1,17
717,Wailord,Water,Water,Water Veil,Oblivious,60,Quick Claw,Hardy,SP_DEFENSE|DEFENSE|HP,Surf,Ice Beam,Earthquake,Fissure,1,1,20
718,Ninetales,Fire,Fire,Flash Fire,None,100,White Herb,Quirky,SP_ATTACK|SPEED,Overheat,Double Edge,Confuse Ray,Will O Wisp,1,1,17
719,Machamp,Fighting,Fighting,Guts,None,55,Scope Lens,Hardy,SP_ATTACK|ATTACK,Cross Chop,Earthquake,Flamethrower,Rock Slide,1,1,28
720,Shuckle,Bug,Rock,Sturdy,None,5,Chesto Berry,Careful,SP_DEFENSE|DEFENSE,Toxic,Double Team,Wrap,Rest,1,1,22
721,Steelix,Steel,Ground,Rock Head,Sturdy,30,Quick Claw,Adamant,SP_DEFENSE|ATTACK,Earthquake,Iron Tail,Double Edge,Explosion,1,1,23
722,Tentacruel,Water,Poison,Clear Body,Liquid Ooze,100,Shell Bell,Quirky,SP_ATTACK|DEFENSE|ATTACK,Hydro Pump,Sludge Bomb,Ice Beam,Mirror Coat,1,1,19
723,Aerodactyl,Rock,Flying,Rock Head,Pressure,130,Kings Rock,Hardy,SP_ATTACK|ATTACK,Double Edge,Earthquake,Fire Blast,Bite,1,1,23
724,Porygon2,Normal,Normal,Trace,None,60,Bright Powder,Modest,SP_ATTACK|HP,Psychic,Thunderbolt,Ice Beam,Recover,1,1,17
725,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Bright Powder,Modest,SP_ATTACK|SPEED,Psychic,Thunderbolt,Ice Punch,Fire Punch,1,1,26
726,Exeggutor,Grass,Psychic,Chlorophyll,None,55,Bright Powder,Hardy,SP_ATTACK|ATTACK,Psychic,Giga Drain,Sludge Bomb,Explosion,1,1,19
727,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Lum Berry,Modest,SP_ATTACK|SPEED,Psychic,Thunderbolt,Ice Beam,Recover,1,1,30
728,Flygon,Ground,Dragon,Levitate,Levitate,100,Scope Lens,Hardy,SP_ATTACK|SPEED|ATTACK,Earthquake,Dragon Claw,Double Edge,Crunch,1,1,21
729,Venusaur,Grass,Poison,Overgrow,None,80,Lum Berry,Docile,SP_DEFENSE|SP_ATTACK|ATTACK,Solar Beam,Sludge Bomb,Sunny Day,Earthquake,1,1,18
730,Vaporeon,Water,Water,Water Absorb,None,65,Lum Berry,Calm,SP_DEFENSE|SP_ATTACK|HP,Surf,Ice Beam,Acid Armor,Rest,1,1,22
731,Jolteon,Electric,Electric,Volt Absorb,None,130,Kings Rock,Timid,SP_ATTACK|SPEED,Thunderbolt,Thunder Wave,Bite,Shadow Ball,1,1,16
732,Flareon,Fire,Fire,Flash Fire,None,65,Quick Claw,Quiet,SP_ATTACK|ATTACK,Overheat,Sunny Day,Double Edge,Shadow Ball,1,1,20
733,Meganium,Grass,Grass,Overgrow,None,80,Bright Powder,Hardy,SP_ATTACK|ATTACK|HP,Giga Drain,Earthquake,Ancient Power,Body Slam,1,1,15
734,Espeon,Psychic,Psychic,Synchronize,None,110,Bright Powder,Modest,SP_ATTACK|SPEED,Psychic,Bite,Attract,Calm Mind,1,1,25
735,Umbreon,Dark,Dark,Synchronize,None,65,Leftovers,Bold,SP_DEFENSE|DEFENSE|HP,Confuse Ray,Toxic,Faint Attack,Double Team,1,1,19
736,Blastoise,Water,Water,Torrent,None,78,Focus Band,Docile,SP_ATTACK|ATTACK|HP,Surf,Earthquake,Ice Beam,Mirror Coat,1,1,20
737,Feraligatr,Water,Water,Torrent,None,78,Scope Lens,Hardy,SP_ATTACK|ATTACK|HP,Hydro Pump,Ice Beam,Earthquake,Aerial Ace,1,1,20
738,Aggron,Steel,Rock,Sturdy,Rock Head,50,Quick Claw,Adamant,ATTACK|HP,Double Edge,Earthquake,Rock Slide,Aerial Ace,1,1,23
739,Blaziken,Fire,Fighting,Blaze,None,80,White Herb,Hardy,SP_ATTACK|ATTACK,Overheat,Earthquake,Thunder Punch,Rock Slide,1,1,21
740,Walrein,Ice,Water,Thick Fat,None,65,Bright Powder,Quiet,SP_ATTACK|ATTACK,Surf,Ice Beam,Earthquake,Sheer Cold,1,1,22
741,Sceptile,Grass,Grass,Overgrow,None,120,Bright Powder,Modest,SP_ATTACK|SPEED,Leaf Blade,Dragon Claw,Crunch,Thunder Punch,1,1,15
742,Charizard,Fire,Flying,Blaze,None,100,White Herb,Hardy,SP_ATTACK|SPEED|ATTACK,Overheat,Earthquake,Aerial Ace,Rock Slide,1,1,22
743,Typhlosion,Fire,Fire,Blaze,None,100,White Herb,Hardy,SP_ATTACK|SPEED|ATTACK,Overheat,Thunder Punch,Earthquake,Crush Claw,1,1,15
744,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Lum Berry,Modest,SP_ATTACK|HP,Surf,Ice Beam,Thunderbolt,Psychic,1,1,33
745,Crobat,Poison,Flying,Inner Focus,None,130,Bright Powder,Adamant,SPEED|ATTACK,Sludge Bomb,Aerial Ace,Shadow Ball,Confuse Ray,1,1,15
746,Swampert,Water,Ground,Torrent,None,60,Shell Bell,Quiet,SP_ATTACK|ATTACK,Surf,Earthquake,Ice Beam,Mirror Coat,1,1,23
747,Gyarados,Water,Flying,Intimidate,None,81,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Return,Earthquake,Dragon Dance,Rest,1,1,26
748,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Quick Claw,Adamant,DEFENSE|ATTACK,Double Edge,Shadow Ball,Brick Break,Curse,1,1,24
749,Kingdra,Water,Dragon,Swift Swim,None,85,Chesto Berry,Hardy,SP_DEFENSE|DEFENSE|HP,Double Edge,Ice Beam,Dragon Dance,Rest,1,1,22
750,Blissey,Normal,Normal,Natural Cure,Serene Grace,55,Focus Band,Bold,SP_DEFENSE|DEFENSE,Ice Beam,Calm Mind,Counter,Soft Boiled,1,1,20
751,Milotic,Water,Water,Marvel Scale,None,81,Leftovers,Modest,SP_DEFENSE|SP_ATTACK|DEFENSE,Surf,Ice Beam,Recover,Mirror Coat,1,1,26
752,Arcanine,Fire,Fire,Intimidate,Flash Fire,95,White Herb,Docile,SP_ATTACK|SPEED,Overheat,Extreme Speed,Crunch,Double Edge,1,1,13
753,Salamence,Dragon,Flying,Intimidate,None,100,Bright Powder,Adamant,ATTACK|HP,Double Edge,Earthquake,Aerial Ace,Dragon Dance,1,1,21
754,Metagross,Steel,Psychic,Clear Body,None,70,Quick Claw,Hardy,SP_ATTACK|ATTACK,Meteor Mash,Psychic,Earthquake,Shadow Ball,1,1,28
755,Slaking,Normal,Normal,Truant,None,100,Lum Berry,Modest,SP_DEFENSE|SP_ATTACK,Thunderbolt,Flamethrower,Ice Beam,Yawn,1,1,14
756,Articuno,Ice,Flying,Pressure,None,85,Lum Berry,Modest,SP_ATTACK|SPEED,Ice Beam,Water Pulse,Icy Wind,Roar,1,1,10
757,Zapdos,Electric,Flying,Pressure,None,100,Lum Berry,Docile,SP_ATTACK|SPEED,Thunderbolt,Drill Peck,Thunder Wave,Roar,1,1,10
758,Moltres,Fire,Flying,Pressure,None,90,Lum Berry,Docile,SP_ATTACK|ATTACK,Flamethrower,Aerial Ace,Mud Slap,Roar,1,1,10
759,Raikou,Electric,Electric,Pressure,None,115,Chesto Berry,Modest,SP_ATTACK|SPEED,Thunderbolt,Thunder Wave,Calm Mind,Rest,1,1,7
760,Entei,Fire,Fire,Pressure,None,100,Chesto Berry,Modest,SP_ATTACK|SPEED,Flamethrower,Double Team,Calm Mind,Rest,1,1,7
761,Suicune,Water,Water,Pressure,None,85,Chesto Berry,Modest,SP_ATTACK|SPEED,Surf,Double Team,Calm Mind,Rest,1,1,7
762,Regirock,Rock,Rock,Clear Body,None,50,White Herb,Adamant,ATTACK|HP,Superpower,Earthquake,Rock Slide,Explosion,1,1,15
763,Regice,Ice,Ice,Clear Body,None,50,Chesto Berry,Modest,SP_ATTACK|HP,Ice Beam,Thunderbolt,Amnesia,Rest,1,1,15
764,Registeel,Steel,Steel,Clear Body,None,50,Chesto Berry,Adamant,ATTACK|HP,Metal Claw,Curse,Amnesia,Rest,1,1,15
765,Latias,Dragon,Psychic,Levitate,None,110,Lum Berry,Modest,SP_ATTACK|HP,Psychic,Thunderbolt,Ice Beam,Dragon Claw,1,1,12
766,Latios,Dragon,Psychic,Levitate,None,110,Lum Berry,Modest,SP_ATTACK|HP,Psychic,Thunderbolt,Ice Beam,Dragon Claw,1,1,12
767,Articuno,Ice,Flying,Pressure,None,85,Leftovers,Impish,SP_DEFENSE|DEFENSE|HP,Substitute,Toxic,Blizzard,Double Team,1,1,10
768,Zapdos,Electric,Flying,Pressure,None,100,Bright Powder,Docile,SPEED|ATTACK,Thunder,Rain Dance,Drill Peck,Double Team,1,1,10
769,Moltres,Fire,Flying,Pressure,None,90,White Herb,Hardy,SP_ATTACK|ATTACK,Overheat,Aerial Ace,Double Team,Protect,1,1,10
770,Raikou,Electric,Electric,Pressure,None,115,Bright Powder,Modest,SP_ATTACK|SPEED,Thunder,Rain Dance,Double Team,Reflect,1,1,7
771,Entei,Fire,Fire,Pressure,None,100,Bright Powder,Modest,SP_ATTACK|SPEED,Fire Blast,Sunny Day,Solar Beam,Reflect,1,1,7
772,Suicune,Water,Water,Pressure,None,85,Leftovers,Calm,SP_DEFENSE|DEFENSE|HP,Toxic,Dive,Double Team,Protect,1,1,7
773,Regirock,Rock,Rock,Clear Body,None,50,Quick Claw,Adamant,ATTACK|HP,Earthquake,Rock Slide,Counter,Explosion,1,1,15
774,Regice,Ice,Ice,Clear Body,None,50,Bright Powder,Quiet,SP_ATTACK|HP,Thunder,Rain Dance,Blizzard,Brick Break,1,1,15
775,Registeel,Steel,Steel,Clear Body,None,50,Bright Powder,Quiet,SP_ATTACK|ATTACK|HP,Thunderbolt,Ice Punch,Earthquake,Aerial Ace,1,1,15
776,Latias,Dragon,Psychic,Levitate,None,110,Quick Claw,Docile,SP_ATTACK|ATTACK,Psychic,Thunderbolt,Ice Beam,Earthquake,1,1,12
777,Latios,Dragon,Psychic,Levitate,None,110,Quick Claw,Docile,SP_ATTACK|ATTACK,Psychic,Thunderbolt,Ice Beam,Earthquake,1,1,12
778,Articuno,Ice,Flying,Pressure,None,85,Bright Powder,Docile,SP_ATTACK|ATTACK,Ice Beam,Facade,Aerial Ace,Protect,1,1,10
779,Zapdos,Electric,Flying,Pressure,None,100,Leftovers,Docile,SP_ATTACK|SPEED|ATTACK,Thunderbolt,Drill Peck,Thunder Wave,Substitute,1,1,10
780,Moltres,Fire,Flying,Pressure,None,90,Chesto Berry,Modest,SP_ATTACK|SPEED,Fire Blast,Sunny Day,Double Team,Rest,1,1,10
781,Raikou,Electric,Electric,Pressure,None,115,Kings Rock,Modest,SP_ATTACK|SPEED,Thunderbolt,Thunder Wave,Quick Attack,Roar,1,1,7
782,Entei,Fire,Fire,Pressure,None,100,Lum Berry,Docile,SPEED|ATTACK,Flamethrower,Double Edge,Swagger,Psych Up,1,1,7
783,Suicune,Water,Water,Pressure,None,85,Lum Berry,Modest,SP_ATTACK|SPEED,Surf,Ice Beam,Rain Dance,Roar,1,1,7
784,Regirock,Rock,Rock,Clear Body,None,50,Chesto Berry,Adamant,SP_DEFENSE|HP,Rock Slide,Earthquake,Curse,Rest,1,1,15
785,Regice,Ice,Ice,Clear Body,None,50,Lum Berry,Quiet,SP_ATTACK|HP,Ice Beam,Thunderbolt,Thunder Wave,Explosion,1,1,16
786,Registeel,Steel,Steel,Clear Body,None,50,Quick Claw,Adamant,SP_DEFENSE|DEFENSE|HP,Ancient Power,Amnesia,Counter,Explosion,1,1,15
787,Latias,Dragon,Psychic,Levitate,None,110,Focus Band,Docile,SP_ATTACK|ATTACK,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,1,1,12
788,Latios,Dragon,Psychic,Levitate,None,110,Focus Band,Docile,SP_ATTACK|ATTACK,Dragon Claw,Thunderbolt,Ice Beam,Earthquake,1,1,12
789,Articuno,Ice,Flying,Pressure,None,85,Chesto Berry,Docile,SP_ATTACK|ATTACK,Blizzard,Double Edge,Rest,Reflect,1,1,10
790,Zapdos,Electric,Flying,Pressure,None,100,Shell Bell,Docile,SP_ATTACK|ATTACK,Thunderbolt,Drill Peck,Thunder Wave,Light Screen,1,1,10
791,Moltres,Fire,Flying,Pressure,None,90,White Herb,Quiet,SP_ATTACK|ATTACK,Overheat,Double Edge,Steel Wing,Safeguard,1,1,10
792,Raikou,Electric,Electric,Pressure,None,115,Lum Berry,Modest,SP_ATTACK|SPEED,Thunderbolt,Bite,Thunder Wave,Reflect,1,1,7
793,Entei,Fire,Fire,Pressure,None,100,Kings Rock,Modest,SP_ATTACK|SPEED,Flamethrower,Bite,Double Team,Reflect,1,1,7
794,Suicune,Water,Water,Pressure,None,85,Bright Powder,Modest,SP_ATTACK|SPEED,Surf,Ice Beam,Bite,Reflect,1,1,7
795,Regirock,Rock,Rock,Clear Body,None,50,Leftovers,Careful,SP_DEFENSE|ATTACK|HP,Rock Slide,Brick Break,Double Team,Thunder Wave,1,1,16
796,Regice,Ice,Ice,Clear Body,None,50,Leftovers,Bold,DEFENSE|HP,Ice Beam,Hail,Double Team,Thunder Wave,1,1,16
797,Registeel,Steel,Steel,Clear Body,None,50,Leftovers,Impish,SP_DEFENSE|DEFENSE|HP,Ancient Power,Earthquake,Double Team,Thunder Wave,1,1,16
798,Latias,Dragon,Psychic,Levitate,None,110,Leftovers,Docile,SP_ATTACK|ATTACK|HP,Mist Ball,Shadow Ball,Charm,Reflect,1,1,12
799,Latios,Dragon,Psychic,Levitate,None,110,Lum Berry,Modest,SP_ATTACK|HP,Luster Purge,Thunderbolt,Ice Beam,Dragon Claw,1,1,12
800,Gengar,Ghost,Poison,Levitate,None,110,Bright Powder,Modest,SP_ATTACK|SPEED,Psychic,Shadow Ball,Thunderbolt,Fire Punch,1,1,10
801,Gengar,Ghost,Poison,Levitate,None,110,Bright Powder,Modest,SP_ATTACK|SPEED,Psychic,Shadow Ball,Thunderbolt,Ice Punch,1,1,10
802,Gengar,Ghost,Poison,Levitate,None,110,Lum Berry,Modest,SP_ATTACK|SPEED,Psychic,Thunderbolt,Fire Punch,Destiny Bond,1,1,10
803,Gengar,Ghost,Poison,Levitate,None,110,Lum Berry,Modest,SP_ATTACK|SPEED,Psychic,Thunderbolt,Ice Punch,Destiny Bond,1,1,10
804,Ursaring,Normal,Normal,Guts,None,55,Choice Band,Adamant,ATTACK|HP,Mega Kick,Aerial Ace,Rock Slide,Brick Break,1,1,7
805,Ursaring,Normal,Normal,Guts,None,55,Focus Band,Adamant,ATTACK|HP,Hyper Beam,Yawn,Swords Dance,Double Team,1,1,6
806,Ursaring,Normal,Normal,Guts,None,55,Quick Claw,Docile,SP_ATTACK|ATTACK|HP,Facade,Earthquake,Crunch,Bulk Up,1,1,6
807,Ursaring,Normal,Normal,Guts,None,55,Quick Claw,Docile,SP_ATTACK|ATTACK|HP,Facade,Earthquake,Crunch,Brick Break,1,1,6
808,Machamp,Fighting,Fighting,Guts,None,55,Scope Lens,Adamant,ATTACK|HP,Cross Chop,Double Edge,Earthquake,Rock Slide,1,1,17
809,Machamp,Fighting,Fighting,Guts,None,55,Focus Band,Adamant,ATTACK|HP,Cross Chop,Earthquake,Counter,Rock Tomb,1,1,17
810,Machamp,Fighting,Fighting,Guts,None,55,Bright Powder,Adamant,ATTACK|HP,Focus Punch,Substitute,Attract,Double Team,1,1,18
811,Machamp,Fighting,Fighting,Guts,None,55,Focus Band,Adamant,ATTACK|HP,Revenge,Rock Slide,Facade,Counter,1,1,17
812,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Salac Berry,Docile,SPEED|DEFENSE|HP,Psychic,Shadow Ball,Endure,Destiny Bond,1,1,13
813,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Lum Berry,Timid,SPEED|HP,Psychic,Thunderbolt,Will O Wisp,Destiny Bond,1,1,13
814,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Quick Claw,Bold,SP_DEFENSE|DEFENSE|HP,Psychic,Calm Mind,Will O Wisp,Destiny Bond,1,1,13
815,Gardevoir,Psychic,Psychic,Synchronize,Trace,80,Bright Powder,Modest,SP_ATTACK|SPEED,Psychic,Magical Leaf,Attract,Double Team,1,1,14
816,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Lum Berry,Modest,SP_ATTACK|SPEED,Surf,Psychic,Recover,Light Screen,1,1,19
817,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Leftovers,Calm,SP_DEFENSE|DEFENSE|HP,Surf,Confuse Ray,Thunder Wave,Recover,1,1,20
818,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Bright Powder,Modest,SP_ATTACK|SPEED,Psychic,Ice Beam,Cosmic Power,Recover,1,1,19
819,Starmie,Water,Psychic,Illuminate,Natural Cure,115,Bright Powder,Modest,SP_ATTACK|SPEED,Surf,Thunderbolt,Cosmic Power,Recover,1,1,19
820,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Shell Bell,Docile,SP_ATTACK|ATTACK,Psychic,Thunderbolt,Iron Tail,Double Edge,1,1,12
821,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Bright Powder,Modest,SP_ATTACK|HP,Hydro Pump,Thunder,Rain Dance,Blizzard,1,1,12
822,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Leppa Berry,Calm,SP_DEFENSE|DEFENSE|HP,Sheer Cold,Horn Drill,Rest,Sleep Talk,1,1,12
823,Lapras,Water,Ice,Water Absorb,Shell Armor,60,Quick Claw,Calm,SP_DEFENSE|DEFENSE|HP,Sheer Cold,Horn Drill,Sing,Attract,1,1,13
824,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Quick Claw,Adamant,DEFENSE|ATTACK,Mega Kick,Shadow Ball,Brick Break,Counter,1,1,6
825,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Leftovers,Adamant,DEFENSE|ATTACK,Earthquake,Shadow Ball,Brick Break,Counter,1,1,6
826,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Quick Claw,Adamant,SP_DEFENSE|DEFENSE|HP,Hyper Beam,Shadow Ball,Earthquake,Curse,1,1,6
827,Snorlax,Normal,Normal,Immunity,Thick Fat,30,Chesto Berry,Adamant,SP_DEFENSE|DEFENSE|HP,Return,Shadow Ball,Belly Drum,Rest,1,1,6
828,Salamence,Dragon,Flying,Intimidate,None,100,Bright Powder,Adamant,SP_DEFENSE|DEFENSE|HP,Facade,Earthquake,Rock Slide,Dragon Dance,1,1,11
829,Salamence,Dragon,Flying,Intimidate,None,100,Lum Berry,Hardy,SP_DEFENSE|DEFENSE|HP,Headbutt,Aerial Ace,Crunch,Dragon Dance,1,1,11
830,Salamence,Dragon,Flying,Intimidate,None,100,Lum Berry,Modest,SP_ATTACK|SPEED,Flamethrower,Dragon Claw,Crunch,Brick Break,1,1,11
831,Salamence,Dragon,Flying,Intimidate,None,100,Leftovers,Modest,SP_ATTACK|SPEED,Flamethrower,Dragon Claw,Crunch,Attract,1,1,12
832,Metagross,Steel,Psychic,Clear Body,None,70,Quick Claw,Jolly,SPEED|ATTACK|HP,Explosion,Earthquake,Rock Slide,Brick Break,1,1,18
